# time_ms,control,value
23136,lstick_x,1198
23139,lstick_x,1198
23142,lstick_x,1198
23148,lstick_x,1198
23151,lstick_x,1198
23155,lstick_x,1198
23158,lstick_x,1198
23165,lstick_x,1198
23168,lstick_x,1198
23172,lstick_x,1198
23175,lstick_x,1198
23181,lstick_x,1198
23184,lstick_x,1198
23188,lstick_x,1198
23191,lstick_x,1198
23197,lstick_x,1198
23200,lstick_x,1198
23204,lstick_x,1198
23207,lstick_x,1198
23210,lstick_x,1198
23213,lstick_x,1198
23216,lstick_x,1198
23219,lstick_x,1198
23221,lstick_x,1198
23224,lstick_x,1198
23229,lstick_x,1198
23232,lstick_x,1198
23235,lstick_x,1198
23238,lstick_x,1198
23244,lstick_x,1198
23249,lstick_x,1198
23252,lstick_x,1198
23255,lstick_x,1198
23258,lstick_x,1198
23261,lstick_x,1198
23265,lstick_x,1198
23268,lstick_x,1198
23272,lstick_x,1198
23276,lstick_x,1198
23280,lstick_x,1198
23283,lstick_x,1198
23286,lstick_x,1198
23289,lstick_x,1198
23292,lstick_x,1198
23298,lstick_x,1198
23301,lstick_x,1198
23304,lstick_x,1198
23306,lstick_x,1198
23309,lstick_x,1198
23314,lstick_x,1198
23317,lstick_x,1198
23321,lstick_x,1198
23324,lstick_x,1198
23332,lstick_x,1198
23335,lstick_x,1198
23339,lstick_x,1198
23343,lstick_x,1198
23348,lstick_x,1198
23351,lstick_x,1198
23354,lstick_x,1198
23357,lstick_x,1198
23361,lstick_x,1198
23365,lstick_x,1198
23368,lstick_x,1198
23371,lstick_x,1198
23375,lstick_x,1198
23381,lstick_x,1198
23384,lstick_x,1198
23388,lstick_x,1198
23391,lstick_x,1198
23394,lstick_x,1198
23397,lstick_x,1198
23400,lstick_x,1198
23404,lstick_x,1198
23406,lstick_x,1198
23409,lstick_x,1198
23413,lstick_x,1198
23416,lstick_x,1198
23419,lstick_x,1198
23422,lstick_x,1198
23425,lstick_x,1198
23429,lstick_x,1198
23433,lstick_x,1198
23435,lstick_x,1198
23440,lstick_x,1198
23442,lstick_x,1198
23445,lstick_x,1198
23448,lstick_x,1198
23451,lstick_x,1198
23454,lstick_x,1198
