# time_ms,control,value
76083,lstick_y,-28104
76091,lstick_x,-22068
76091,lstick_y,-28104
76096,lstick_x,-22269
76096,lstick_y,-26747
76099,lstick_x,-22269
76099,lstick_y,-26747
76107,lstick_x,-22269
76107,lstick_y,-26747
76115,lstick_x,-22269
76115,lstick_y,-26747
76124,lstick_x,-22269
76124,lstick_y,-26747
76131,lstick_x,-22269
76131,lstick_y,-26747
76140,lstick_x,-22269
76140,lstick_y,-26747
76147,lstick_x,4694
76147,lstick_y,-25751
76150,lstick_x,4694
76150,lstick_y,-25751
76154,lstick_x,4694
76154,lstick_y,-25751
76163,lstick_x,4694
76163,lstick_y,-25751
76171,lstick_x,4694
76171,lstick_y,-25751
76177,lstick_x,14329
76177,lstick_y,-27245
76180,lstick_x,14329
76180,lstick_y,-27245
76187,lstick_x,14329
76187,lstick_y,-27245
76196,lstick_x,14329
76196,lstick_y,-27245
76203,lstick_x,14329
76203,lstick_y,-27245
76211,lstick_x,14329
76211,lstick_y,-27245
76219,lstick_x,14329
76219,lstick_y,-27245
76229,lstick_x,17368
76229,lstick_y,-27327
76234,lstick_x,18645
76234,lstick_y,-26867
76236,lstick_x,18645
76236,lstick_y,-26867
76243,lstick_x,18645
76243,lstick_y,-26867
76251,lstick_x,18645
76251,lstick_y,-26867
76259,lstick_x,21109
76259,lstick_y,-25352
76268,lstick_x,21109
76268,lstick_y,-25352
76275,lstick_x,21109
76275,lstick_y,-25352
76283,lstick_x,21109
76283,lstick_y,-25352
76291,lstick_x,21109
76291,lstick_y,-25352
76299,lstick_x,21109
76299,lstick_y,-25352
76307,lstick_x,21109
76307,lstick_y,-25352
76312,lstick_x,24186
76312,lstick_y,-22697
76315,lstick_x,24186
76315,lstick_y,-22697
76319,lstick_x,24186
76319,lstick_y,-22697
76323,lstick_x,25034
76323,lstick_y,-21867
76331,lstick_x,25034
76331,lstick_y,-21867
76340,lstick_x,25034
76340,lstick_y,-21867
76345,lstick_x,25825
76345,lstick_y,-21089
